content_id,group,counter
53437,movie,11
130697,person,11
86679,human_prompts,11
81084,person,11
41848,movie,11
101991,human_prompts,11
41803,movie,11
129470,person,11
117237,r/scifi,11
65093,movie,11
81298,movie,11
114087,r/Damnthatsinteresting,11
92257,human_prompts,11
46342,movie,11
86511,human_prompts,11
101416,human_prompts,11
53809,movie,11
101579,human_prompts,11
101468,human_prompts,11
119191,r/pics,11
101499,human_prompts,11
31026,movie,11
81122,person,11
107738,human_prompts,11
66665,movie,11
101571,human_prompts,11
61802,movie,11
64496,movie,11
91899,human_prompts,11
101138,human_prompts,11
35396,movie,11
29355,movie,11
124021,r/EarthPorn,11
102658,human_prompts,11
62406,movie,11
91502,human_prompts,11
129753,person,11
107610,human_prompts,11
102788,human_prompts,11
80688,r/pics,11
52599,movie,11
42951,movie,11
37027,movie,11
65129,movie,11
91352,human_prompts,11
89101,human_prompts,11
110161,human_prompts,11
91347,human_prompts,11
80520,movie,11
62530,movie,11
125880,movie,11
71645,movie,11
42046,movie,11
46491,movie,11
35237,movie,11
110676,r/pics,11
53354,movie,11
120729,r/Showerthoughts,11
80841,r/scifi,11
129617,person,11
28748,movie,11
76191,movie,11
110529,human_prompts,11
134843,poetry,11
38357,movie,11
80779,r/Damnthatsinteresting,11
102276,human_prompts,11
41967,movie,11
62222,movie,11
102344,human_prompts,11
114331,r/scifi,11
37831,movie,11
29382,movie,11
46693,movie,11
108697,human_prompts,11
129146,person,11
101064,human_prompts,11
28723,movie,11
92695,human_prompts,11
82319,movie,11
108102,human_prompts,11
108094,human_prompts,11
99943,human_prompts,11
37747,movie,11
29701,movie,11
92793,human_prompts,11
34736,movie,11
108088,human_prompts,11
111646,r/scifi,11
92761,human_prompts,11
92720,human_prompts,11
37264,movie,11
113542,r/pics,11
100130,human_prompts,11
54853,movie,11
64292,movie,11
111442,r/scifi,11
86282,human_prompts,11
126855,movie,11
70551,movie,11
108755,human_prompts,11
82595,r/EarthPorn,11
93031,human_prompts,11
99561,human_prompts,11
36562,movie,11
93027,human_prompts,11
127008,person,11
99573,human_prompts,11
70349,movie,11
86110,human_prompts,11
117776,r/Showerthoughts,11
44436,movie,11
70394,movie,11
70481,movie,11
92927,human_prompts,11
113379,r/Cyberpunk,11
70508,movie,11
82417,movie,11
82365,movie,11
121425,r/EarthPorn,11
30906,movie,11
75609,movie,11
54644,movie,11
54221,movie,11
54643,movie,11
